Navn,Stasjon,Tid(norsk normaltid),Middeltemperatur (døgn),Nedbør (døgn),Minimumstemperatur (døgn),Maksimumstemperatur (døgn)
Sarpsborg,SN3190,06.10.2024,11.5,0,10.5,14.5
Sarpsborg,SN3190,07.10.2024,9,0,6.2,11.5
Sarpsborg,SN3190,08.10.2024,11,11.2,9.1,12.6
Sarpsborg,SN3190,09.10.2024,12.5,2,11.1,14.7
Sarpsborg,SN3190,10.10.2024,10.5,4,6.5,14
Sarpsborg,SN3190,11.10.2024,7,11.3,4.2,10.1
Sarpsborg,SN3190,12.10.2024,6.4,0,0.5,10.8
Sarpsborg,SN3190,13.10.2024,8.1,2.2,7.1,11
Sarpsborg,SN3190,14.10.2024,5,0,3.1,9.2
Sarpsborg,SN3190,15.10.2024,4.4,0,0,10.2
Sarpsborg,SN3190,16.10.2024,7.5,0,4.4,10.4
Sarpsborg,SN3190,17.10.2024,9.3,0,7.8,10.4
Sarpsborg,SN3190,18.10.2024,10.4,4.5,9,11.3
Sarpsborg,SN3190,19.10.2024,11.8,5.3,11,13.6
Sarpsborg,SN3190,20.10.2024,12.2,7.3,10.8,12.8
Sarpsborg,SN3190,21.10.2024,12.6,12.8,12,13.8
Sarpsborg,SN3190,22.10.2024,11.3,0,9.7,13.2
Sarpsborg,SN3190,23.10.2024,10.6,0,8.5,12
Sarpsborg,SN3190,24.10.2024,11.7,0,10.7,13.5
Sarpsborg,SN3190,25.10.2024,9.8,0,9.4,12.1
Sarpsborg,SN3190,26.10.2024,9.4,1.7,9,11.2
Sarpsborg,SN3190,27.10.2024,10.3,11,8.7,12.4
Sarpsborg,SN3190,28.10.2024,8.2,2.3,7.4,11.8
Sarpsborg,SN3190,29.10.2024,7.3,0,3.8,9.8
Sarpsborg,SN3190,30.10.2024,8.8,0,6,12.6
Sarpsborg,SN3190,31.10.2024,11.4,0,7.1,13
Sarpsborg,SN3190,01.11.2024,9.7,0,5.4,14.9
Sarpsborg,SN3190,02.11.2024,3.7,0,0,5.9
Sarpsborg,SN3190,03.11.2024,10.7,0,5,14.6
Sarpsborg,SN3190,04.11.2024,7,0,3.2,12.6
Sarpsborg,SN3190,05.11.2024,8.2,0,7.7,9.5
Sarpsborg,SN3190,06.11.2024,6.6,0,5.9,8.9
Sarpsborg,SN3190,07.11.2024,3.8,0,1.6,8
Sarpsborg,SN3190,08.11.2024,7.2,0,1.3,9
Sarpsborg,SN3190,09.11.2024,7.1,0,6.1,8.9
Sarpsborg,SN3190,10.11.2024,4.5,1,3.9,6.1
Sarpsborg,SN3190,11.11.2024,4.4,1.6,3.8,6.8
Sarpsborg,SN3190,12.11.2024,1.7,0,0.1,4.3
Sarpsborg,SN3190,13.11.2024,6.4,0,1.7,9.3
Sarpsborg,SN3190,14.11.2024,2,0,-0.4,8.8
Sarpsborg,SN3190,15.11.2024,6.1,0,0.7,10.7
Sarpsborg,SN3190,16.11.2024,7.8,0,5.4,10.8
Sarpsborg,SN3190,17.11.2024,4.5,0,4.1,6.7
Sarpsborg,SN3190,18.11.2024,-0.9,0,-2.5,4.8
Sarpsborg,SN3190,19.11.2024,-2.4,0,-5.5,0.1
Sarpsborg,SN3190,20.11.2024,-1.4,0.1,-2,-0.3
Sarpsborg,SN3190,21.11.2024,-3.8,0,-4.9,-1.5
Sarpsborg,SN3190,22.11.2024,-5.6,0,-8.2,-2
Sarpsborg,SN3190,23.11.2024,-3.8,0,-8.5,2.5
Sarpsborg,SN3190,24.11.2024,3.9,0,-4.2,10
Sarpsborg,SN3190,25.11.2024,9,35.2,8,10.5
Sarpsborg,SN3190,26.11.2024,8,1.5,7.7,9.3
Sarpsborg,SN3190,27.11.2024,3,1.7,2.3,7.7
Sarpsborg,SN3190,28.11.2024,-0.7,0,-2.5,2.3
Sarpsborg,SN3190,29.11.2024,3.2,0,-5.5,7.1
Sarpsborg,SN3190,30.11.2024,7.3,4.9,6,8.1
Sarpsborg,SN3190,01.12.2024,8.4,1.3,6.9,8.9
Sarpsborg,SN3190,02.12.2024,6.7,9.4,5.8,8.9
Sarpsborg,SN3190,03.12.2024,-1.2,20.9,-3.3,8.6
Sarpsborg,SN3190,04.12.2024,-4,0,-6.6,-2.5
Sarpsborg,SN3190,05.12.2024,0.4,0,-2.5,1.4
Sarpsborg,SN3190,06.12.2024,1.5,9.3,0.3,2.4
Sarpsborg,SN3190,07.12.2024,1.9,0.1,0.4,3
Sarpsborg,SN3190,08.12.2024,0.9,2.3,-0.4,2.3
Sarpsborg,SN3190,09.12.2024,-1.3,0,-3.2,1
Sarpsborg,SN3190,10.12.2024,-3.7,0,-6.4,-1.7
Sarpsborg,SN3190,11.12.2024,-4,0,-6,-2
Sarpsborg,SN3190,12.12.2024,-4.5,0,-6.4,-2.4
Sarpsborg,SN3190,13.12.2024,2.1,0,-5.9,5.2
Sarpsborg,SN3190,14.12.2024,3,3.2,-0.8,6.1
Sarpsborg,SN3190,15.12.2024,2,0.1,-3.9,7.6
Sarpsborg,SN3190,16.12.2024,6,2.4,4.7,9.8
Sarpsborg,SN3190,17.12.2024,3.2,0,2.3,5.7
Sarpsborg,SN3190,18.12.2024,6.1,7.6,-0.2,8.4
Sarpsborg,SN3190,19.12.2024,4.9,12.9,4,8.6
Sarpsborg,SN3190,20.12.2024,1.8,0.2,-0.7,4.2
Sarpsborg,SN3190,21.12.2024,3.9,3.6,-2.5,6
Sarpsborg,SN3190,22.12.2024,4.6,4.7,4,6.7
Sarpsborg,SN3190,23.12.2024,1.1,1.8,-0.1,4
Sarpsborg,SN3190,24.12.2024,2.4,0,-3.2,6
Sarpsborg,SN3190,25.12.2024,7.1,4.1,6,7.6
Sarpsborg,SN3190,26.12.2024,7.3,0,6.9,7.9
Sarpsborg,SN3190,27.12.2024,6.3,0,6.1,7.4
Sarpsborg,SN3190,28.12.2024,6.2,0.5,5.6,6.6
Sarpsborg,SN3190,29.12.2024,7.2,0.1,6.4,7.9
Sarpsborg,SN3190,30.12.2024,2,0.8,-0.2,7.9
Sarpsborg,SN3190,31.12.2024,-1.1,0,-2.6,0.7
Sarpsborg,SN3190,01.01.2025,-4.3,7.2,-4.9,-1.7
Sarpsborg,SN3190,02.01.2025,-6.1,0.4,-9.4,-3
Sarpsborg,SN3190,03.01.2025,-6.3,0.1,-7.4,-2.5
Sarpsborg,SN3190,04.01.2025,-11.4,0,-12.5,-6.6
Sarpsborg,SN3190,05.01.2025,-10.6,0,-14.5,-6.5
Sarpsborg,SN3190,06.01.2025,-2.5,1.2,-6.5,-0.9
Sarpsborg,SN3190,07.01.2025,1.4,26.8,-1.2,3.2
Sarpsborg,SN3190,08.01.2025,-2.9,9.8,-3.8,1.5
Sarpsborg,SN3190,09.01.2025,-2.3,0,-5.7,-1.1
Sarpsborg,SN3190,10.01.2025,-3.3,0.1,-4.8,-1.1
Sarpsborg,SN3190,11.01.2025,-2.9,0,-5.1,-0.7
Sarpsborg,SN3190,12.01.2025,-7.5,0,-9.2,-2.2
Sarpsborg,SN3190,13.01.2025,2.7,0,-10.8,5.5
Sarpsborg,SN3190,14.01.2025,4.2,0,1.1,6.5
Sarpsborg,SN3190,15.01.2025,2,0,-2.2,5.8
Sarpsborg,SN3190,16.01.2025,5.7,0.9,4.7,7
Sarpsborg,SN3190,17.01.2025,6.2,0,4.9,6.9
Sarpsborg,SN3190,18.01.2025,4.2,0,0.3,6.5
Sarpsborg,SN3190,19.01.2025,4.7,0,4.6,5.7
Sarpsborg,SN3190,20.01.2025,1.4,0,0.4,4.8
Sarpsborg,SN3190,21.01.2025,0,0,-0.3,0.6
Sarpsborg,SN3190,22.01.2025,-0.3,0,-0.6,0.4
Sarpsborg,SN3190,23.01.2025,-1,0.8,-2.9,0.2
Sarpsborg,SN3190,24.01.2025,1.2,9.2,-3.9,4
Sarpsborg,SN3190,25.01.2025,5.8,6.9,3.6,6.8
Sarpsborg,SN3190,26.01.2025,3.5,0,2.1,5.4
Sarpsborg,SN3190,27.01.2025,1,0.2,0.2,3
Sarpsborg,SN3190,28.01.2025,4.3,10.2,0.4,5.1
Sarpsborg,SN3190,29.01.2025,2.9,4.8,1.9,4.6
Sarpsborg,SN3190,30.01.2025,1.8,1.9,1.2,3.6
Sarpsborg,SN3190,31.01.2025,-1.3,0,-2.6,1.2
Sarpsborg,SN3190,01.02.2025,-3.2,0,-5,-0.2
Sarpsborg,SN3190,02.02.2025,-2.5,0,-5.3,-1.5
Sarpsborg,SN3190,03.02.2025,0.1,3,-2.4,2
Sarpsborg,SN3190,04.02.2025,4.1,1,1.5,5.4
Sarpsborg,SN3190,05.02.2025,5,3.6,3.4,7.2
Sarpsborg,SN3190,06.02.2025,-0.1,0,-2.9,5.8
Sarpsborg,SN3190,07.02.2025,-0.8,0,-3.2,2.5
Sarpsborg,SN3190,08.02.2025,-0.3,0,-1.2,0.7
Sarpsborg,SN3190,09.02.2025,-3.1,0.2,-4.3,-0.5
Sarpsborg,SN3190,10.02.2025,-3.1,0,-6,1
Sarpsborg,SN3190,11.02.2025,-1.7,0,-4.7,2.4
Sarpsborg,SN3190,12.02.2025,-3.4,0,-4,-0.4
Sarpsborg,SN3190,13.02.2025,-2.1,0,-4.4,0.3
Sarpsborg,SN3190,14.02.2025,-5.2,0,-9.7,0
Sarpsborg,SN3190,15.02.2025,-4.8,0,-5.7,-2.3
Sarpsborg,SN3190,16.02.2025,-8.1,0,-13.2,-1.7
Sarpsborg,SN3190,17.02.2025,-5.1,0,-11.5,2.6
Sarpsborg,SN3190,18.02.2025,-4.6,0,-9.3,3.3
Sarpsborg,SN3190,19.02.2025,-5.5,0,-10.8,0.7
Sarpsborg,SN3190,20.02.2025,-1.1,0,-6.6,2.7
Sarpsborg,SN3190,21.02.2025,2.3,7.7,-0.6,3
Sarpsborg,SN3190,22.02.2025,4.9,12.4,2.9,6.4
Sarpsborg,SN3190,23.02.2025,3.3,7,2.6,4.6
Sarpsborg,SN3190,24.02.2025,4.9,3.1,2.9,6.3
Sarpsborg,SN3190,25.02.2025,3.7,18.3,3,4.7
Sarpsborg,SN3190,26.02.2025,3.6,0,2.1,5.8
Sarpsborg,SN3190,27.02.2025,1.8,0.2,0,3.7
Sarpsborg,SN3190,28.02.2025,-1,0,-2.5,2.9
Sarpsborg,SN3190,01.03.2025,1.8,0,-2,3.8
Sarpsborg,SN3190,02.03.2025,4.5,0,1.5,6.4
Sarpsborg,SN3190,03.03.2025,5.9,0,2.6,11.5
Sarpsborg,SN3190,04.03.2025,6.3,0,5,8.3
Sarpsborg,SN3190,05.03.2025,7.2,0,5.7,8.6
Sarpsborg,SN3190,06.03.2025,7.3,0,6.5,9.7
Sarpsborg,SN3190,07.03.2025,5.8,0,4.3,7.8
Sarpsborg,SN3190,08.03.2025,5.4,0.7,3.8,7.8
Sarpsborg,SN3190,09.03.2025,3.7,0,2.7,5.9
Sarpsborg,SN3190,10.03.2025,2.6,0,2,4.4
Sarpsborg,SN3190,11.03.2025,-0.1,0.1,-0.8,2.4
Sarpsborg,SN3190,12.03.2025,-1,3.5,-1.8,0.6
Sarpsborg,SN3190,13.03.2025,-1.6,0,-3.1,2
Sarpsborg,SN3190,14.03.2025,-1.4,0,-7,6
Sarpsborg,SN3190,15.03.2025,1.8,0,-3.9,5.9
Sarpsborg,SN3190,16.03.2025,2.2,0,-1.7,6.1
Sarpsborg,SN3190,17.03.2025,1.4,0,-4.5,6.9
Kongsberg Brannstasjon,SN28380,01.01.2020,-0.9,0,-2.7,1.9
Kongsberg Brannstasjon,SN28380,02.01.2020,3.5,0,-1.8,5.5
Kongsberg Brannstasjon,SN28380,03.01.2020,4,0.5,2.7,7.5
Kongsberg Brannstasjon,SN28380,04.01.2020,0.4,0,-1.4,3
Kongsberg Brannstasjon,SN28380,05.01.2020,-1.2,0,-4.4,3
Kongsberg Brannstasjon,SN28380,06.01.2020,1.7,0,-2,3.9
Kongsberg Brannstasjon,SN28380,07.01.2020,2.8,0,-1.1,5.6
Kongsberg Brannstasjon,SN28380,08.01.2020,5.3,0.5,3.8,8.1
Kongsberg Brannstasjon,SN28380,09.01.2020,-1.3,0,-3,4.8
Kongsberg Brannstasjon,SN28380,10.01.2020,-5.4,0,-7.5,-0.8
Kongsberg Brannstasjon,SN28380,11.01.2020,2.4,0,-9.7,7.1
Kongsberg Brannstasjon,SN28380,12.01.2020,2.2,3,-2.9,7.5
Kongsberg Brannstasjon,SN28380,13.01.2020,-2.2,0,-4.8,0.8
Kongsberg Brannstasjon,SN28380,15.01.2020,3.2,7,0.5,5.4
Kongsberg Brannstasjon,SN28380,16.01.2020,3.6,0,-0.1,8.3
Kongsberg Brannstasjon,SN28380,17.01.2020,3.6,1.5,-1.4,5.2
Kongsberg Brannstasjon,SN28380,18.01.2020,1.3,10,-0.2,2.9
Kongsberg Brannstasjon,SN28380,19.01.2020,0.9,0.1,-1.5,5.1
Kongsberg Brannstasjon,SN28380,20.01.2020,5.8,0,-1.5,10.6
Kongsberg Brannstasjon,SN28380,21.01.2020,5.5,0,1.6,10.3
Kongsberg Brannstasjon,SN28380,22.01.2020,2.6,0,-2.7,6.9
Kongsberg Brannstasjon,SN28380,23.01.2020,1.5,0,-3,9.2
Kongsberg Brannstasjon,SN28380,25.01.2020,0.3,0,-2.9,2.4
Kongsberg Brannstasjon,SN28380,26.01.2020,2.4,0,-1.7,5.8
Kongsberg Brannstasjon,SN28380,27.01.2020,2.7,2.5,-0.2,5.2
Kongsberg Brannstasjon,SN28380,28.01.2020,-0.1,0.6,-2,0.9
Kongsberg Brannstasjon,SN28380,29.01.2020,-0.1,12,-1.1,2.7
Kongsberg Brannstasjon,SN28380,30.01.2020,-3.6,1.8,-5.8,-0.5
Kongsberg Brannstasjon,SN28380,31.01.2020,-2,4.1,-3.5,1.7
Kongsberg Brannstasjon,SN28380,01.02.2020,1.6,0,-3.1,7.7
Kongsberg Brannstasjon,SN28380,02.02.2020,0.3,0,-2.8,5.4
Kongsberg Brannstasjon,SN28380,03.02.2020,-4.6,0,-8,-0.4
Kongsberg Brannstasjon,SN28380,04.02.2020,-3.7,5,-7.5,2.3
Kongsberg Brannstasjon,SN28380,05.02.2020,-1.9,0,-9.3,4.8
Kongsberg Brannstasjon,SN28380,06.02.2020,3.1,0,-1.2,9.6
Kongsberg Brannstasjon,SN28380,07.02.2020,-1.6,0,-4.7,3.3
Kongsberg Brannstasjon,SN28380,08.02.2020,1.4,0,-3.4,3.8
Kongsberg Brannstasjon,SN28380,09.02.2020,3.8,1,-0.5,4.9
Kongsberg Brannstasjon,SN28380,10.02.2020,4.2,7.1,2.7,6.2
Kongsberg Brannstasjon,SN28380,11.02.2020,1.2,0,-2.6,5.8
Kongsberg Brannstasjon,SN28380,12.02.2020,1.4,0,-1.2,5.9
Kongsberg Brannstasjon,SN28380,13.02.2020,-1.2,0,-5.8,4.7
Kongsberg Brannstasjon,SN28380,14.02.2020,-1.9,0,-7.4,1.7
Kongsberg Brannstasjon,SN28380,15.02.2020,4,0,-1.5,7.9
Kongsberg Brannstasjon,SN28380,16.02.2020,4.9,8.5,2.9,7.3
Kongsberg Brannstasjon,SN28380,17.02.2020,5.5,4,2.6,7.9
Kongsberg Brannstasjon,SN28380,18.02.2020,4.1,0,1.9,8
Kongsberg Brannstasjon,SN28380,19.02.2020,0.4,0,-3.7,7.1
Kongsberg Brannstasjon,SN28380,20.02.2020,0.5,0.5,-5,5.2
Kongsberg Brannstasjon,SN28380,21.02.2020,4.1,5.3,-1.5,6.7
Kongsberg Brannstasjon,SN28380,22.02.2020,4.8,0,1.5,8
Kongsberg Brannstasjon,SN28380,23.02.2020,2.4,4.3,-1.2,6.9
Kongsberg Brannstasjon,SN28380,24.02.2020,0.1,0,-3.5,5.2
Kongsberg Brannstasjon,SN28380,25.02.2020,-0.8,0,-3.9,1
Kongsberg Brannstasjon,SN28380,26.02.2020,-3.6,0.6,-5.3,0.5
Kongsberg Brannstasjon,SN28380,27.02.2020,-5.8,0,-10,-2.1
Kongsberg Brannstasjon,SN28380,28.02.2020,-1.7,0,-6.6,5.4
Kongsberg Brannstasjon,SN28380,29.02.2020,-1.8,0.1,-2.5,-1
Kongsberg Brannstasjon,SN28380,01.03.2020,-0.6,18.4,-4,0.6
Kongsberg Brannstasjon,SN28380,02.03.2020,2.3,4.5,-0.4,7.6
Kongsberg Brannstasjon,SN28380,03.03.2020,0.6,0,-1.4,2.3
Kongsberg Brannstasjon,SN28380,04.03.2020,-0.2,7,-0.4,1.5
Kongsberg Brannstasjon,SN28380,05.03.2020,-2.3,3.4,-7.9,4.3
Kongsberg Brannstasjon,SN28380,06.03.2020,-4.2,0,-9.9,2.9
Kongsberg Brannstasjon,SN28380,07.03.2020,-4.7,0,-11.8,-0.3
Kongsberg Brannstasjon,SN28380,08.03.2020,3.8,2,-2.4,6.8
Kongsberg Brannstasjon,SN28380,09.03.2020,2.7,1.5,-1.6,10
Kongsberg Brannstasjon,SN28380,10.03.2020,1.4,0.5,-1.4,3.4
Kongsberg Brannstasjon,SN28380,11.03.2020,3.6,2,-0.8,9.6
Kongsberg Brannstasjon,SN28380,12.03.2020,1.7,0,-2.2,6.5
Kongsberg Brannstasjon,SN28380,13.03.2020,-0.1,2,-1.1,4.1
Kongsberg Brannstasjon,SN28380,14.03.2020,-2.1,0,-10.3,3.8
Kongsberg Brannstasjon,SN28380,15.03.2020,4.1,2,0.1,6.7
Kongsberg Brannstasjon,SN28380,16.03.2020,3.1,2.8,-0.7,7
Kongsberg Brannstasjon,SN28380,17.03.2020,6.2,0,2.1,11.3
Kongsberg Brannstasjon,SN28380,18.03.2020,4.9,0,0.4,8.3
Kongsberg Brannstasjon,SN28380,19.03.2020,3.2,0,-2.7,10.4
Kongsberg Brannstasjon,SN28380,20.03.2020,0.9,0,-4.2,6.9
Kongsberg Brannstasjon,SN28380,21.03.2020,-0.5,0,-6.3,6.3
Kongsberg Brannstasjon,SN28380,22.03.2020,-0.3,0,-7.2,5.7
Kongsberg Brannstasjon,SN28380,23.03.2020,3.5,0,0,7.5
Kongsberg Brannstasjon,SN28380,24.03.2020,4.1,0,1,10.1
Kongsberg Brannstasjon,SN28380,25.03.2020,6.3,0,2.6,12.7
Kongsberg Brannstasjon,SN28380,26.03.2020,5.9,0,-0.8,12.7
Kongsberg Brannstasjon,SN28380,27.03.2020,3.9,0,-0.5,10.4
Kongsberg Brannstasjon,SN28380,28.03.2020,2.5,0,-2.4,7.6
Kongsberg Brannstasjon,SN28380,29.03.2020,0.8,0,-6.2,4.8
Kongsberg Brannstasjon,SN28380,30.03.2020,1.6,0,-2.3,6.8
Kongsberg Brannstasjon,SN28380,31.03.2020,4.1,0,-4.7,11.6
Kongsberg Brannstasjon,SN28380,01.04.2020,6.5,0,2.1,11.6
Kongsberg Brannstasjon,SN28380,02.04.2020,2.7,0,-1.5,8.8
Kongsberg Brannstasjon,SN28380,03.04.2020,1.5,3,-3.1,5.8
Kongsberg Brannstasjon,SN28380,04.04.2020,1.7,0,-5.5,7.8
Kongsberg Brannstasjon,SN28380,05.04.2020,4,0.1,0.1,11.1
Kongsberg Brannstasjon,SN28380,06.04.2020,6.2,0,-2.3,14.5
Kongsberg Brannstasjon,SN28380,07.04.2020,7.7,0.2,3,13.8
Kongsberg Brannstasjon,SN28380,08.04.2020,6.9,0,-1.2,14.3
Kongsberg Brannstasjon,SN28380,09.04.2020,4.3,0,-1.1,10.3
Kongsberg Brannstasjon,SN28380,10.04.2020,4.5,0,-2,12
Kongsberg Brannstasjon,SN28380,11.04.2020,2.6,0,-1.8,7.4
Kongsberg Brannstasjon,SN28380,12.04.2020,5.9,3.5,1.3,13.4
Kongsberg Brannstasjon,SN28380,13.04.2020,3.3,0,0.8,6.9
Kongsberg Brannstasjon,SN28380,14.04.2020,3.4,0,-3,6.4
Kongsberg Brannstasjon,SN28380,15.04.2020,10.2,0,3.1,16.6
Kongsberg Brannstasjon,SN28380,16.04.2020,6.8,0,4.7,10.9
Kongsberg Brannstasjon,SN28380,17.04.2020,4,0,-3.5,11.1
Kongsberg Brannstasjon,SN28380,18.04.2020,4.7,0,-2.7,12.4
Kongsberg Brannstasjon,SN28380,19.04.2020,8.1,0,-2.2,17.3
Kongsberg Brannstasjon,SN28380,20.04.2020,10.2,0,-0.1,18.9
Kongsberg Brannstasjon,SN28380,21.04.2020,11.4,0,0.9,20.9
Kongsberg Brannstasjon,SN28380,22.04.2020,12.3,0,2.2,21.8
Kongsberg Brannstasjon,SN28380,23.04.2020,11.3,0,1.8,19.2
Kongsberg Brannstasjon,SN28380,24.04.2020,7.5,0,2.7,16.3
Kongsberg Brannstasjon,SN28380,25.04.2020,7.5,0,-2,15.7
Kongsberg Brannstasjon,SN28380,26.04.2020,8.1,0,0.4,14.2
Kongsberg Brannstasjon,SN28380,27.04.2020,5.1,2,4.4,10.8
Kongsberg Brannstasjon,SN28380,28.04.2020,3,7.5,1.4,5.8
Kongsberg Brannstasjon,SN28380,29.04.2020,3.7,1,-3.1,8.9
Kongsberg Brannstasjon,SN28380,30.04.2020,4,0,2.7,6.9
Kongsberg Brannstasjon,SN28380,01.05.2020,4,9.5,0.2,8.7
Kongsberg Brannstasjon,SN28380,02.05.2020,7.9,2,-1.1,16.2
Kongsberg Brannstasjon,SN28380,03.05.2020,8.1,0,0.1,14.2
Kongsberg Brannstasjon,SN28380,04.05.2020,5.3,1.5,2,10.6
Kongsberg Brannstasjon,SN28380,05.05.2020,7.1,0.5,-2.3,14.4
Kongsberg Brannstasjon,SN28380,06.05.2020,9.5,0,1.9,15.1
Kongsberg Brannstasjon,SN28380,07.05.2020,9.4,0,2.8,15.5
Kongsberg Brannstasjon,SN28380,08.05.2020,8.7,0,1.6,13.9
Kongsberg Brannstasjon,SN28380,09.05.2020,9.3,0,0,16.2
Kongsberg Brannstasjon,SN28380,10.05.2020,3,11,1.8,12.6
Kongsberg Brannstasjon,SN28380,11.05.2020,4.5,1.5,-2.9,10.3
Kongsberg Brannstasjon,SN28380,12.05.2020,3.3,0,-0.3,8
Kongsberg Brannstasjon,SN28380,13.05.2020,4.4,0.1,-3.7,10.5
Kongsberg Brannstasjon,SN28380,14.05.2020,4.9,0,-2.7,11
Kongsberg Brannstasjon,SN28380,15.05.2020,6.3,0,1.8,11.6
Kongsberg Brannstasjon,SN28380,16.05.2020,5.7,0,-1.1,10
Kongsberg Brannstasjon,SN28380,17.05.2020,8.1,0,0.9,13.5
Kongsberg Brannstasjon,SN28380,18.05.2020,8.7,0,-0.1,15.4
Kongsberg Brannstasjon,SN28380,19.05.2020,9.8,0,2.2,16
Kongsberg Brannstasjon,SN28380,20.05.2020,9.8,0,-0.3,17.7
Kongsberg Brannstasjon,SN28380,21.05.2020,12.4,0,5.2,19.5
Kongsberg Brannstasjon,SN28380,22.05.2020,10.4,1.2,7.1,15.1
Kongsberg Brannstasjon,SN28380,23.05.2020,9.2,11,6.2,15.6
Kongsberg Brannstasjon,SN28380,24.05.2020,10.8,5.5,7.5,13.8
Kongsberg Brannstasjon,SN28380,25.05.2020,13.6,0.8,5.2,20.4
Kongsberg Brannstasjon,SN28380,26.05.2020,14.4,0,7.7,21.8
Kongsberg Brannstasjon,SN28380,27.05.2020,12.2,0,6,17.1
Kongsberg Brannstasjon,SN28380,28.05.2020,12,0,3.1,19.7
Kongsberg Brannstasjon,SN28380,29.05.2020,14.7,0,4.9,23
Kongsberg Brannstasjon,SN28380,30.05.2020,16.1,0,7.3,22.8
Kongsberg Brannstasjon,SN28380,31.05.2020,17,0,7.7,23.8
Kongsberg Brannstasjon,SN28380,01.06.2020,19,0,7.7,26.7
Kongsberg Brannstasjon,SN28380,02.06.2020,19.1,0,9.7,27.3
Kongsberg Brannstasjon,SN28380,03.06.2020,15.7,0,9.4,24
Kongsberg Brannstasjon,SN28380,04.06.2020,13.6,2,10.4,18.6
Kongsberg Brannstasjon,SN28380,05.06.2020,11,1.8,8.7,17
Kongsberg Brannstasjon,SN28380,06.06.2020,8.5,14.1,3.5,11.5
Kongsberg Brannstasjon,SN28380,07.06.2020,10.6,11,8,14.5
Kongsberg Brannstasjon,SN28380,08.06.2020,11.3,4.5,9.1,14
Kongsberg Brannstasjon,SN28380,09.06.2020,12.3,2.5,7.7,17
Kongsberg Brannstasjon,SN28380,10.06.2020,14.1,1,5.8,20.6
Kongsberg Brannstasjon,SN28380,11.06.2020,18.2,0,8.6,24.4
Kongsberg Brannstasjon,SN28380,12.06.2020,19.2,0,10.4,25.4
Kongsberg Brannstasjon,SN28380,13.06.2020,19.4,0,13.5,23.3
Kongsberg Brannstasjon,SN28380,14.06.2020,19.1,0,11.4,24.8
Kongsberg Brannstasjon,SN28380,15.06.2020,20.6,0,9.6,28
Kongsberg Brannstasjon,SN28380,16.06.2020,20.9,0,12.5,28.3
Kongsberg Brannstasjon,SN28380,17.06.2020,20.4,8.3,13.4,28.1
Kongsberg Brannstasjon,SN28380,18.06.2020,21.3,0,12.8,27.8
Kongsberg Brannstasjon,SN28380,19.06.2020,22.6,0,14.4,28.5
Kongsberg Brannstasjon,SN28380,20.06.2020,20.2,0,15,26.6
Kongsberg Brannstasjon,SN28380,21.06.2020,16.4,22.2,16,19.2
Kongsberg Brannstasjon,SN28380,23.06.2020,19.4,6,9.9,27.4
Kongsberg Brannstasjon,SN28380,24.06.2020,22.1,0,13.3,29.5
Kongsberg Brannstasjon,SN28380,26.06.2020,21.3,0,11.7,28.5
Kongsberg Brannstasjon,SN28380,27.06.2020,21.1,0,14.6,28.5
Kongsberg Brannstasjon,SN28380,28.06.2020,16.7,6,16,20.8
Kongsberg Brannstasjon,SN28380,29.06.2020,14.5,9.1,9,19.5
Kongsberg Brannstasjon,SN28380,30.06.2020,13.8,3.3,11.9,17.9
Kongsberg Brannstasjon,SN28380,01.07.2020,12.9,2.6,10.6,16.3
Kongsberg Brannstasjon,SN28380,02.07.2020,13.5,0,6.3,19.8
Kongsberg Brannstasjon,SN28380,03.07.2020,11.3,0,7.1,16.9
Kongsberg Brannstasjon,SN28380,04.07.2020,12.7,4.5,8.6,16.8
Kongsberg Brannstasjon,SN28380,05.07.2020,13.3,0,10,18.5
Kongsberg Brannstasjon,SN28380,06.07.2020,14.1,15.5,10.8,18.2
Kongsberg Brannstasjon,SN28380,07.07.2020,9.6,0,4.8,16.1
Kongsberg Brannstasjon,SN28380,08.07.2020,12.1,6,5.7,18.5
Kongsberg Brannstasjon,SN28380,09.07.2020,12.8,0,4.3,19.3
Kongsberg Brannstasjon,SN28380,10.07.2020,12.7,0,7.2,18.2
Kongsberg Brannstasjon,SN28380,11.07.2020,14.3,0,6.6,20.7
Kongsberg Brannstasjon,SN28380,12.07.2020,14.4,0,7.4,20.5
Kongsberg Brannstasjon,SN28380,13.07.2020,14.6,0,8.3,18.9
Kongsberg Brannstasjon,SN28380,14.07.2020,13.7,2,11.7,16.2
Kongsberg Brannstasjon,SN28380,15.07.2020,15.7,4.1,12,20.8
Kongsberg Brannstasjon,SN28380,16.07.2020,15.5,0.2,8.6,20.6
Kongsberg Brannstasjon,SN28380,17.07.2020,16.4,0,9.4,22.6
Kongsberg Brannstasjon,SN28380,18.07.2020,15.4,1,13.7,18.8
Kongsberg Brannstasjon,SN28380,19.07.2020,15.1,6.3,14.3,18.9
Kongsberg Brannstasjon,SN28380,20.07.2020,14.9,2.5,7.8,21.2
Kongsberg Brannstasjon,SN28380,21.07.2020,12.4,0,8.9,19.3
Kongsberg Brannstasjon,SN28380,22.07.2020,12.4,0.1,5.3,18.5
Kongsberg Brannstasjon,SN28380,23.07.2020,13.2,0.5,5.1,19.8
Kongsberg Brannstasjon,SN28380,24.07.2020,13.8,0,8.3,20.3
Kongsberg Brannstasjon,SN28380,25.07.2020,14.6,0,6.6,21.1
