Navn,Stasjon,Tid(norsk normaltid),Middeltemperatur (døgn),Nedbør (døgn),Minimumstemperatur (døgn),Maksimumstemperatur (døgn)
Hønefoss - Høyby,SN20301,27.09.2024,7.1,0,3.5,12.7
Hønefoss - Høyby,SN20301,28.09.2024,7.6,0.3,3.5,13.3
Hønefoss - Høyby,SN20301,29.09.2024,5.5,0,-0.4,12.8
Hønefoss - Høyby,SN20301,30.09.2024,5.6,0,0.3,10.5
Hønefoss - Høyby,SN20301,01.10.2024,8.1,0.2,4.6,13.9
Hønefoss - Høyby,SN20301,02.10.2024,6.9,0,3,14.6
Hønefoss - Høyby,SN20301,03.10.2024,7.1,0,2.2,14
Hønefoss - Høyby,SN20301,04.10.2024,6.2,0,1.3,12.5
Hønefoss - Høyby,SN20301,05.10.2024,8,0,4.5,11.4
Hønefoss - Høyby,SN20301,06.10.2024,11,0,9.2,14.9
Hønefoss - Høyby,SN20301,07.10.2024,8,0,4.8,11.6
Hønefoss - Høyby,SN20301,08.10.2024,10,9.9,8.3,11.8
Hønefoss - Høyby,SN20301,09.10.2024,11.2,3.6,9.7,13.8
Hønefoss - Høyby,SN20301,10.10.2024,7.7,2.9,4.6,12
Hønefoss - Høyby,SN20301,11.10.2024,4.7,2.4,0.1,10.5
Hønefoss - Høyby,SN20301,12.10.2024,2,3.5,-1.1,6.5
Hønefoss - Høyby,SN20301,13.10.2024,6.6,5.6,3.4,10
Hønefoss - Høyby,SN20301,14.10.2024,4.6,0.1,2.7,9
Hønefoss - Høyby,SN20301,15.10.2024,2,0,-1.6,8.1
Hønefoss - Høyby,SN20301,16.10.2024,4.3,0,-0.6,8.4
Hønefoss - Høyby,SN20301,17.10.2024,7.9,0.1,7.1,8.5
Hønefoss - Høyby,SN20301,18.10.2024,9.2,7.6,7.6,11.2
Hønefoss - Høyby,SN20301,19.10.2024,10.8,2.9,9.5,12
Hønefoss - Høyby,SN20301,20.10.2024,11.7,7.6,10.4,14.2
Hønefoss - Høyby,SN20301,21.10.2024,13,1.9,11.3,16.9
Hønefoss - Høyby,SN20301,22.10.2024,9.1,0,3.8,13.9
Hønefoss - Høyby,SN20301,23.10.2024,10.3,0,7.1,12.3
Hønefoss - Høyby,SN20301,24.10.2024,11.4,0,9.1,15.5
Hønefoss - Høyby,SN20301,25.10.2024,7.6,0,4.7,12.1
Hønefoss - Høyby,SN20301,26.10.2024,4.7,0,2.8,6.3
Hønefoss - Høyby,SN20301,27.10.2024,9.2,8.4,5,12.4
Hønefoss - Høyby,SN20301,28.10.2024,7.5,0,5.8,12.9
Hønefoss - Høyby,SN20301,29.10.2024,2.2,0,-1,6.2
Hønefoss - Høyby,SN20301,30.10.2024,8.9,0,1.6,13.3
Hønefoss - Høyby,SN20301,31.10.2024,10.9,0,5.7,15.2
Hønefoss - Høyby,SN20301,01.11.2024,8.5,0,3.6,15.8
Hønefoss - Høyby,SN20301,02.11.2024,2.4,0,-1.8,5.3
Hønefoss - Høyby,SN20301,03.11.2024,8.9,0,2.1,15.7
Hønefoss - Høyby,SN20301,04.11.2024,4.8,0,2.7,10.5
Hønefoss - Høyby,SN20301,05.11.2024,1.1,0,0.3,3.6
Hønefoss - Høyby,SN20301,06.11.2024,0.1,0,-0.5,1.2
Hønefoss - Høyby,SN20301,07.11.2024,0.7,0.1,-0.7,2.1
Hønefoss - Høyby,SN20301,08.11.2024,1.3,0,-0.4,2.3
Hønefoss - Høyby,SN20301,09.11.2024,2.6,0,1.9,4.4
Hønefoss - Høyby,SN20301,10.11.2024,2.3,0,1.7,3.2
Hønefoss - Høyby,SN20301,11.11.2024,1.5,0,1,2.2
Hønefoss - Høyby,SN20301,12.11.2024,1.2,0,-0.8,2.8
Hønefoss - Høyby,SN20301,13.11.2024,0.9,0,0.4,2.4
Hønefoss - Høyby,SN20301,14.11.2024,-0.2,0,-1.1,0.6
Hønefoss - Høyby,SN20301,15.11.2024,3.8,0,-0.1,6.8
Hønefoss - Høyby,SN20301,16.11.2024,7,0.2,4.6,11.3
Hønefoss - Høyby,SN20301,17.11.2024,4.1,0,1.7,8.5
Hønefoss - Høyby,SN20301,18.11.2024,-1.3,0,-4.3,4.3
Hønefoss - Høyby,SN20301,19.11.2024,-0.5,0.3,-2.8,1.1
Hønefoss - Høyby,SN20301,20.11.2024,-1.6,0.3,-3,0.4
Hønefoss - Høyby,SN20301,21.11.2024,-5.4,0,-8.5,-1.2
Hønefoss - Høyby,SN20301,22.11.2024,-7.4,0,-11.3,-2.4
Hønefoss - Høyby,SN20301,23.11.2024,-2.7,0,-8.9,3
Hønefoss - Høyby,SN20301,24.11.2024,-1.6,0,-7.2,0.7
Hønefoss - Høyby,SN20301,25.11.2024,5,8.5,0.5,8.7
Hønefoss - Høyby,SN20301,26.11.2024,6.3,0,4.3,9.4
Hønefoss - Høyby,SN20301,27.11.2024,1.3,0.5,-1.4,4.6
Hønefoss - Høyby,SN20301,28.11.2024,-3.1,0,-4.9,-0.6
Hønefoss - Høyby,SN20301,29.11.2024,-4,0,-7.3,-1.4
Hønefoss - Høyby,SN20301,30.11.2024,4.4,0,-1.8,7.7
Hønefoss - Høyby,SN20301,01.12.2024,7.1,0.6,0.5,10.7
Hønefoss - Høyby,SN20301,02.12.2024,5.5,0,2.7,9.5
Hønefoss - Høyby,SN20301,03.12.2024,-2.7,1,-5.6,3
Hønefoss - Høyby,SN20301,04.12.2024,-7.1,0,-9,-5.3
Hønefoss - Høyby,SN20301,05.12.2024,-0.9,0,-6.7,0.4
Hønefoss - Høyby,SN20301,06.12.2024,0.9,0.8,0.3,2
Hønefoss - Høyby,SN20301,07.12.2024,1.6,0,0.7,2.7
Hønefoss - Høyby,SN20301,08.12.2024,0,0,-2.3,2.5
Hønefoss - Høyby,SN20301,09.12.2024,-5,0,-7.2,-1.2
Hønefoss - Høyby,SN20301,10.12.2024,-7.9,0,-9.3,-6.7
Hønefoss - Høyby,SN20301,11.12.2024,-5.1,0,-8.2,-3.7
Hønefoss - Høyby,SN20301,12.12.2024,-4.1,0,-6.3,-3.3
Hønefoss - Høyby,SN20301,13.12.2024,-4,0,-5.9,-2.9
Hønefoss - Høyby,SN20301,14.12.2024,-0.5,0,-3.4,3.4
Hønefoss - Høyby,SN20301,15.12.2024,-1.3,0,-6.7,1.1
Hønefoss - Høyby,SN20301,16.12.2024,5,2.2,0.1,7.3
Hønefoss - Høyby,SN20301,17.12.2024,1.1,0,-3.2,6
Hønefoss - Høyby,SN20301,18.12.2024,5.1,5.3,-3.3,8.3
Hønefoss - Høyby,SN20301,19.12.2024,3.7,2.7,1.8,9.3
Hønefoss - Høyby,SN20301,20.12.2024,1,0,-2.2,4.2
Hønefoss - Høyby,SN20301,21.12.2024,-1.2,7.9,-2.5,0.8
Hønefoss - Høyby,SN20301,22.12.2024,0.9,2.1,-0.9,2.8
Hønefoss - Høyby,SN20301,23.12.2024,-1.8,0,-3.7,1.4
Hønefoss - Høyby,SN20301,24.12.2024,-1.9,0,-6.9,1.3
Hønefoss - Høyby,SN20301,25.12.2024,1.4,0.7,-0.4,3.2
Hønefoss - Høyby,SN20301,26.12.2024,1.1,0,-0.3,4.2
Hønefoss - Høyby,SN20301,27.12.2024,-1,0,-2.1,0.6
Hønefoss - Høyby,SN20301,28.12.2024,-1.7,0.3,-2.9,-0.7
Hønefoss - Høyby,SN20301,29.12.2024,2.7,0,-2,6
Hønefoss - Høyby,SN20301,30.12.2024,-1.8,0.1,-4,4.9
Hønefoss - Høyby,SN20301,31.12.2024,-5.5,0,-8.3,-2.1
Hønefoss - Høyby,SN20301,01.01.2025,-5.6,2.7,-5.6,-4.2
Hønefoss - Høyby,SN20301,02.01.2025,-11.1,0.8,-14.2,-5.2
Hønefoss - Høyby,SN20301,03.01.2025,-8,0,-12.7,-1.2
Hønefoss - Høyby,SN20301,04.01.2025,-13.2,0,-15.4,-8.5
Hønefoss - Høyby,SN20301,05.01.2025,-12.1,0,-14.9,-10.7
Hønefoss - Høyby,SN20301,06.01.2025,-5.3,1.1,-10.7,-2.6
Hønefoss - Høyby,SN20301,07.01.2025,-0.7,15.4,-2.6,1
Hønefoss - Høyby,SN20301,08.01.2025,-2.7,1.1,-3.5,-0.7
Hønefoss - Høyby,SN20301,09.01.2025,-2.6,2.7,-4,-1.5
Hønefoss - Høyby,SN20301,10.01.2025,-4.4,0,-5.2,-0.9
Hønefoss - Høyby,SN20301,11.01.2025,-9.9,0,-11.9,-4.3
Hønefoss - Høyby,SN20301,12.01.2025,-12.4,0,-13.2,-10.3
Hønefoss - Høyby,SN20301,13.01.2025,-8,0,-14.6,-0.2
Hønefoss - Høyby,SN20301,14.01.2025,-2,0,-3.4,1
Hønefoss - Høyby,SN20301,15.01.2025,-3,0,-6.3,-0.1
Hønefoss - Høyby,SN20301,16.01.2025,-0.3,0.3,-2.1,2
Hønefoss - Høyby,SN20301,17.01.2025,1.7,0,-0.3,4.3
Hønefoss - Høyby,SN20301,18.01.2025,0.6,0,-1.9,4
Hønefoss - Høyby,SN20301,19.01.2025,-1.7,0,-2.5,1.9
Hønefoss - Høyby,SN20301,20.01.2025,-4,0,-4.7,-1.8
Hønefoss - Høyby,SN20301,21.01.2025,-3.4,0.6,-3.8,-2.5
Hønefoss - Høyby,SN20301,22.01.2025,-5,1,-6.5,-0.9
Hønefoss - Høyby,SN20301,23.01.2025,-3.4,0,-7,-1.9
Hønefoss - Høyby,SN20301,24.01.2025,-2.7,6.8,-8.5,2.1
Hønefoss - Høyby,SN20301,25.01.2025,4.9,9,1.9,6.5
Hønefoss - Høyby,SN20301,26.01.2025,2.9,1.7,0.2,5.8
Hønefoss - Høyby,SN20301,27.01.2025,1.1,0,0,2.6
Hønefoss - Høyby,SN20301,28.01.2025,0.2,1.5,-0.6,1.4
Hønefoss - Høyby,SN20301,29.01.2025,1.1,3.5,0.3,2.6
Hønefoss - Høyby,SN20301,30.01.2025,-1.1,0,-3,1.6
Hønefoss - Høyby,SN20301,31.01.2025,-6.1,0,-8.4,-2.4
Hønefoss - Høyby,SN20301,01.02.2025,-8.6,0,-10.9,-4.8
Hønefoss - Høyby,SN20301,02.02.2025,-6.5,0,-10.5,-3.9
Hønefoss - Høyby,SN20301,03.02.2025,-3.2,3.7,-5.2,-2
Hønefoss - Høyby,SN20301,04.02.2025,2.4,1.2,-2.6,4.7
Hønefoss - Høyby,SN20301,05.02.2025,4.9,0,2.2,9.3
Hønefoss - Høyby,SN20301,06.02.2025,-2.6,0,-6.1,4.3
Hønefoss - Høyby,SN20301,07.02.2025,-3.3,0,-6,2.4
Hønefoss - Høyby,SN20301,08.02.2025,-1.5,0,-4.9,0.7
Hønefoss - Høyby,SN20301,09.02.2025,-6.1,0.3,-7.9,-1.7
Hønefoss - Høyby,SN20301,10.02.2025,-7.1,0,-10.6,-1.5
Hønefoss - Høyby,SN20301,11.02.2025,-7,0,-9.8,-1.3
Hønefoss - Høyby,SN20301,12.02.2025,-7.5,0,-10.3,-2.5
Hønefoss - Høyby,SN20301,13.02.2025,-3.4,0,-8.5,1.7
Hønefoss - Høyby,SN20301,14.02.2025,-6.1,0,-10.6,-1.4
Hønefoss - Høyby,SN20301,15.02.2025,-6,0,-7.7,-2.8
Hønefoss - Høyby,SN20301,16.02.2025,-11.9,0,-17.6,-4.2
Hønefoss - Høyby,SN20301,17.02.2025,-9.2,0,-15.9,0.5
Hønefoss - Høyby,SN20301,18.02.2025,-8.5,0,-13.4,-0.5
Hønefoss - Høyby,SN20301,19.02.2025,-10.5,0,-15,-3.1
Hønefoss - Høyby,SN20301,20.02.2025,-7.6,0,-15.2,0
Hønefoss - Høyby,SN20301,21.02.2025,1.4,4.6,-0.7,2.6
Hønefoss - Høyby,SN20301,22.02.2025,3.4,0.2,2.1,4.4
Hønefoss - Høyby,SN20301,23.02.2025,1.7,11.1,0.8,2.8
Hønefoss - Høyby,SN20301,24.02.2025,4.6,0.5,0.4,6.1
Hønefoss - Høyby,SN20301,25.02.2025,2.7,2.3,2.2,4.6
Hønefoss - Høyby,SN20301,26.02.2025,1,0,0.1,3.6
Hønefoss - Høyby,SN20301,27.02.2025,0.2,0,-0.7,2.7
Hønefoss - Høyby,SN20301,28.02.2025,-2,0,-3.9,2.8
Hønefoss - Høyby,SN20301,01.03.2025,-1.8,0,-5.3,1.7
Hønefoss - Høyby,SN20301,02.03.2025,6.7,0,-1.8,11.2
Hønefoss - Høyby,SN20301,03.03.2025,8.3,0,5,12.1
Hønefoss - Høyby,SN20301,04.03.2025,8.9,0,5.8,11.1
Hønefoss - Høyby,SN20301,05.03.2025,10.9,0,6.5,15
Hønefoss - Høyby,SN20301,06.03.2025,11.9,0,10.4,15.9
Hønefoss - Høyby,SN20301,07.03.2025,5.1,0,0.9,10.7
Hønefoss - Høyby,SN20301,08.03.2025,1.8,0,-2.6,6.1
Hønefoss - Høyby,SN20301,09.03.2025,2.2,0.2,0.5,5.8
Hønefoss - Høyby,SN20301,10.03.2025,1.8,0,-0.3,3.7
Hønefoss - Høyby,SN20301,11.03.2025,0,0.3,-0.9,2.3
Hønefoss - Høyby,SN20301,12.03.2025,-1,1.5,-1.9,1.6
Hønefoss - Høyby,SN20301,13.03.2025,-2.4,0,-7,4.5
Hønefoss - Høyby,SN20301,14.03.2025,-1.9,0,-8.4,5.3
Hønefoss - Høyby,SN20301,15.03.2025,1.8,0,-6.7,8
Hønefoss - Høyby,SN20301,16.03.2025,2.4,0,-1,7.2
Hønefoss - Høyby,SN20301,17.03.2025,1.3,0,-5.6,9.4
Tynset - Hansmoen,SN9580,11.07.2021,-,23.5,12.5,20.3
Tynset - Hansmoen,SN9580,12.07.2021,-,2.3,10,22.6
Tynset - Hansmoen,SN9580,18.03.2025,-,0.2,-2.8,6.1
Sarpsborg,SN3190,16.04.2020,-,0,5,11.3
Sarpsborg,SN3190,17.04.2020,-,0,1,11.9
Sarpsborg,SN3190,18.04.2020,-,0,0.8,11.8
Sarpsborg,SN3190,19.04.2020,-,0,1.8,15.8
Sarpsborg,SN3190,20.04.2020,-,0,4.6,18.2
Sarpsborg,SN3190,21.04.2020,-,0,5.9,20.5
Sarpsborg,SN3190,22.04.2020,-,0,6.6,22.2
Sarpsborg,SN3190,23.04.2020,-,0,6.7,20.4
Sarpsborg,SN3190,24.04.2020,-,0,6.3,15.5
Sarpsborg,SN3190,25.04.2020,-,0,4.1,14.6
Sarpsborg,SN3190,26.04.2020,-,0,7.2,15.7
Sarpsborg,SN3190,27.04.2020,-,0.6,6.2,9.7
Sarpsborg,SN3190,28.04.2020,-,15.5,3.1,8.7
Sarpsborg,SN3190,29.04.2020,-,0,-0.2,-
Sarpsborg,SN3190,30.04.2020,-,0,4,9.7
Sarpsborg,SN3190,01.05.2020,-,12.5,2.3,14.1
Sarpsborg,SN3190,13.11.2020,-,0.1,-,-
Sarpsborg,SN3190,14.11.2020,-,2,-,-
Sarpsborg,SN3190,15.11.2020,-,7,-,-
Sarpsborg,SN3190,16.11.2020,-,9.5,-,-
Sarpsborg,SN3190,17.11.2020,-,6,-,-
Sarpsborg,SN3190,18.11.2020,-,8.2,-,-
Sarpsborg,SN3190,19.11.2020,-,6.5,-,-
Sarpsborg,SN3190,20.11.2020,-,0,-,-
Sarpsborg,SN3190,21.11.2020,-,5,-,-
Sarpsborg,SN3190,22.11.2020,-,8.5,-,-
Sarpsborg,SN3190,26.09.2023,-,1.5,13.7,-
Sarpsborg,SN3190,18.03.2025,-,0,-3,8
Kongsberg Brannstasjon,SN28380,14.01.2020,-,7.7,-4,5.5
Kongsberg Brannstasjon,SN28380,24.01.2020,-,0,-0.2,7.8
Kongsberg Brannstasjon,SN28380,22.06.2020,-,8.5,9.9,20.9
Kongsberg Brannstasjon,SN28380,25.06.2020,-,0,13.7,28.9
Kongsberg Brannstasjon,SN28380,03.09.2020,-,0,3.6,17.5
Kongsberg Brannstasjon,SN28380,24.01.2021,-,0,-7.6,-3
Kongsberg Brannstasjon,SN28380,01.03.2021,-,0,-3.6,10.3
Kongsberg Brannstasjon,SN28380,02.03.2021,-,0,0.1,9
Kongsberg Brannstasjon,SN28380,03.03.2021,-,0,-2.9,8
Kongsberg Brannstasjon,SN28380,04.03.2021,-,0,-4.3,4.3
Kongsberg Brannstasjon,SN28380,05.03.2021,-,0,-6.3,4
